36 520
660 638
179 359
844 479
463 56
9 999
111 284
202 469
54 961
233 345
536 908
267 73
22 510
433 246
11 747
118 940
79 809
876 153
201 692
19 617
496 997
660 212
66 585
50 409
660 556
13 869
27 540
3 707
11 736
10 461
233 351
51 630
36 204
494 456
75 778
162 7
131 567
120 650
18 580
27 990
693 615
53 140
156 642
118 578
215 166
16 937
216 41
79 603
125 114
264 739
14 530
33 180
50 23
2 292
216 984
216 637
162 633
80 521
16 39
320 88
24 894
12 804
72 3
330 636
10 506
221 697
4 129
125 287
921 460
118 971
297 968
183 809
24 817
693 699
774 967
186 582
227 78
17 196
50 640
215 645
143 151
439 348
206 945
250 511
27 279
72 310
494 484
14 775
20 658
774 69
54 600
29 89
23 451
131 196
156 324
456 153
54 669
82 859
10 570
219 925
216 679
72 477
78 419
183 923
215 278
203 116
79 592
153 57
233 286
111 750
456 252
264 6
306 714
71 192
201 792
19 161
53 865
8 261
9 185
22 212
22 448
125 867
239 482
188 387
54 399
56 121
64 621
202 736
120 142
53 831
80 245
64 185
143 359
99 224
160 608
519 584
183 357
294 180
830 722
153 111
353 464
237 349
221 20
221 594
439 704
156 797
976 341
536 634
203 412
90 387
536 186
237 622
294 362
250 140
18 421
219 172
536 26
239 638
156 770
202 887
203 37
99 479
23 726
215 647
330 35
162 778
930 16
20 355
90 838
71 546
233 941
36 715
844 854
9 15
202 61
12 790
202 111
215 487
536 545
36 15
34 725
346 254
54 678
90 545
844 603
8 149
494 864
215 985
44 286
183 256
693 901
6 498
353 10
439 353
183 558
844 95
82 901
11 61
162 701
186 580
210 266
250 541
665 562
27 592
17 87
216 980
10 594
3 438
70 238
6 762
27 590
206 674
614 900
153 712
264 155
306 980
16 879
54 205
78 495
59 431
16 933
947 145
71 740
44 351
53 304
41 254
54 470
693 549
216 48
930 462
320 616
56 567
111 124
693 420
143 192
12 612
614 828
155 515
7 302
206 870
160 572
160 627
31 259
71 335
99 812
463 954
54 869
45 925
463 548
53 593
219 445
496 618
250 187
71 697
153 912
774 466
216 309
1 483
36 560
216 508
665 600
519 119
219 792
18 553
675 56
41 561
188 580
41 841
27 504
675 954
125 383
237 210
1 291
675 501
774 638
7 443
33 892
58 765
99 305
206 78
693 343
8 322
6 290
930 983
183 881
120 326
99 74
239 244
66 208
10 289
45 490
51 875
1 917
976 388
162 759
34 754
155 209
155 962
79 896
111 177
155 585
19 635
118 195
50 406
156 593
34 878
90 165
33 686
439 311
27 434
33 42
1 491
183 504
830 889
346 269
14 470
120 890
496 656
210 668
31 796
71 228
23 87
8 666
221 88
463 394
7 731
233 782
78 33
51 581
156 644
9 47
41 605
237 808
50 806
7 964
78 540
82 370
268 973
486 374
720 9
29 628
26 334
45 545
45 692
407 871
844 881
82 708
306 38
947 470
320 900
64 611
31 643
71 861
33 788
844 914
53 835
306 254
26 571
496 525
27 923
239 480
320 68
519 373
206 914
227 950
486 429
930 205
9 61
26 783
693 730
720 457
330 449
283 740
921 45
202 712
519 190
99 945
59 364
125 163
216 944
188 89
346 714
22 396
844 227
844 990
111 996
239 700
23 640
306 34
19 502
58 493
59 25
160 12
72 154
70 129
239 287
210 327
844 955
156 122
202 243
494 15
233 634
496 805
693 501
53 597
36 57
59 115
14 961
118 822
215 198
306 329
162 360
111 312
233 280
78 799
250 649
4 800
693 760
320 308
45 571
58 93
58 689
562 247
27 896
267 377
118 531
463 834
407 538
13 276
519 88
219 571
976 109
36 748
562 171
201 672
921 26
844 481
216 515
71 348
99 100
143 827
20 423
227 648
264 449
71 142
120 570
486 485
330 207
22 361
614 452
18 545
921 771
118 557
45 503
201 44
407 118
64 715
34 309
219 681
233 909
78 152
433 323
24 317
79 755
183 892
294 33
153 415
206 603
69 133
237 874
486 987
720 426
216 819
201 18
203 786
17 385
3 803
31 542
71 732
614 175
456 11
79 256
99 807
693 87
44 692
201 908
921 148
33 776
215 516
41 110
36 167
53 958
9 96
239 723
456 499
297 360
206 357
346 984
44 773
219 490
976 141
294 853
17 730
31 711
7 713
10 728
33 588
8 602
346 498
10 650
353 461
79 737
4 843
264 76
7 943
54 14
496 116
12 981
16 904
921 552
79 474
17 625
830 604
486 220
53 529
80 388
1 384
23 894
346 757
183 434
160 529
921 367
210 534
53 12
250 810
64 664
20 594
19 453
51 786
660 46
830 115
33 677
294 357
24 680
90 991
17 291
494 673
720 856
519 619
29 978
297 171
297 983
1 859
268 835
18 798
78 592
268 447
23 905
330 269
614 336
18 315
27 181
131 260
976 440
72 856
330 296
99 130
433 178
330 34
353 211
51 265
202 575
774 212
80 295
486 696
921 942
27 764
54 465
3 664
59 441
179 108
206 481
206 990
294 130
614 119
219 948
118 337
496 555
99 755
1 779
456 520
31 781
155 285
346 155
71 801
12 907
227 74
239 722
433 836
216 35
227 558
50 845
78 923
774 105
78 648
99 955
23 476
675 398
206 279
51 103
844 136
125 231
131 609
9 73
330 974
19 413
183 479
1 726
12 666
6 258
947 850
294 325
50 567
237 555
239 383
203 706
99 497
294 479
11 795
876 750
11 676
72 47
70 867
34 702
34 883
306 258
17 32
80 191
179 170
6 620
456 57
216 285
665 852
947 54
283 855
239 364
693 845
59 236
82 806
202 204
155 951
665 467
10 405
2 922
264 258
26 972
44 582
830 556
297 54
71 308
90 908
562 943
20 371
614 289
45 906
56 347
830 482
31 757
346 329
614 461
233 262
536 925
58 266
250 868
120 405
118 808
9 670
44 445
210 77
2 122
34 449
58 746
41 781
90 909
297 979
203 453
203 997
268 696
9 57
11 9
22 275
45 877
99 535
70 448
947 313
267 57
41 652
16 869
496 376
50 384
156 970
59 30
16 113
45 509
12 28
14 639
80 395
456 560
494 3
90 657
219 350
33 497
11 698
162 960
407 454
267 185
494 664
188 45
407 349
99 809
29 509
99 279
8 696
188 782
69 83
14 158
16 13
16 701
353 405
56 356
90 350
433 104
1 418
675 577
320 902
2 141
24 375
13 837
71 146
160 593
976 486
153 887
78 777
111 62
494 537
4 287
26 459
51 77
1 356
456 310
41 542
237 161
58 531
155 498
519 175
519 461
844 885
80 322
10 192
120 146
33 718
69 768
29 903
219 773
330 155
614 435
250 963
227 836
494 750
22 197
31 386
346 213
143 570
179 719
439 10
131 834
12 8
90 911
118 93
1 688
947 102
90 172
203 524
239 888
536 219
486 388
486 717
921 455
82 347
11 611
693 483
153 621
59 645
614 473
210 492
456 712
4 361
306 290
519 355
70 695
439 194
494 426
19 103
19 422
210 116
80 440
219 528
12 696
14 102
433 853
153 73
494 862
921 783
79 540
19 471
237 19
59 135
34 43
179 190
463 595
463 688
14 465
203 875
774 271
221 211
78 674
125 105
239 340
19 822
156 169
201 307
494 457
268 8
6 296
562 879
201 445
51 193
439 175
54 360
221 335
58 293
693 956
202 927
66 993
120 855
50 127
463 859
66 568
264 110
188 97
219 188
844 130
844 807
201 315
50 522
11 724
844 588
11 469
947 759
8 141
22 4
239 441
162 366
186 147
58 378
4 30
75 566
921 576
496 107
31 254
34 891
10 359
58 763
494 712
720 927
876 438
59 882
17 615
720 123
12 797
156 395
90 957
268 958
11 803
10 709
188 598
210 328
79 49
1 450
69 114
7 313
118 874
976 140
11 62
41 832
20 473
75 465
439 650
407 524
494 789
660 198
562 671
90 368
12 717
155 762
156 907
720 57
614 650
921 186
26 345
26 517
82 721
463 131
693 23
22 472
13 39
456 469
215 840
41 209
45 29
693 56
203 578
206 601
34 254
519 164
693 806
80 261
59 816
66 702
264 199
186 29
720 537
930 904
203 929
17 343
50 975
250 696
239 236
155 290
155 489
12 919
720 15
125 115
306 379
614 389
1 370
59 198
34 518
947 920
267 96
13 983
519 828
58 705
33 144
72 9
456 15
179 338
26 829
219 286
79 263
56 437
614 88
36 673
876 177
519 405
2 324
12 374
160 810
496 203
78 279
219 186
160 690
239 629
13 989
614 546
456 772
876 747
69 244
70 223
45 886
50 404
82 375
41 269
921 692
20 791
118 444
118 626
13 756
90 262
78 434
239 695
155 620
50 317
56 375
13 678
614 311
320 338
44 657
26 957
202 477
22 722
7 969
179 935
4 998
562 802
188 957
216 468
2 5
44 86
183 178
53 922
536 657
250 393
346 849
51 939
2 513
34 329
407 761
125 275
216 702
233 552
22 916
660 70
66 620
660 516
53 649
239 543
162 983
202 673
179 174
320 966
433 914
9 124
203 265
203 581
206 130
53 797
22 331
75 671
75 793
297 837
56 398
160 523
14 931
120 842
78 27
216 734
19 531
50 356
463 894
456 750
44 345
9 484
59 176
215 466
774 916
183 777
206 799
160 895
16 7
227 42
202 73
78 479
160 770
494 11
69 700
131 794
8 970
34 734
562 229
10 371
143 20
23 813
268 690
33 674
31 623
203 293
33 737
8 214
22 610
3 128
188 382
99 881
24 806
50 32
50 225
210 706
125 579
407 376
183 836
215 396
433 434
876 520
41 515
20 464
160 831
976 425
72 789
75 639
17 491
202 862
99 181
45 634
693 52
219 44
976 187
34 573
921 785
463 138
4 610
215 480
6 76
13 933
162 14
562 565
111 3
921 528
82 567
160 156
660 249
75 701
143 190
179 194
50 834
947 687
219 742
58 161
23 385
160 220
4 840
320 430
201 928
71 427
2 895
22 629
51 668
3 946
407 971
9 154
14 247
930 565
179 900
1 409
8 690
31 449
162 687
33 648
6 208
6 563
54 302
54 989
19 21
206 180
50 794
346 915
16 253
294 256
71 461
353 119
976 245
12 523
80 109
72 862
45 948
227 659
24 738
830 882
250 395
876 11
876 167
439 913
227 854
156 304
830 278
27 182
23 532
9 310
9 887
202 310
876 202
125 364
239 46
27 755
186 742
921 798
160 526
9 664
237 327
237 328
486 591
45 18
70 271
120 192
45 459
494 9
239 318
6 636
297 467
71 653
19 971
206 632
24 834
36 884
830 249
219 628
79 241
433 535
186 877
844 446
239 816
219 147
99 474
23 975
720 811
14 276
203 971
82 404
294 651
75 879
29 909
12 339
297 158
227 446
2 109
486 526
29 942
7 937
36 128
155 6
82 418
66 199
66 849
162 1000
10 175
407 525
268 440
153 426
456 257
330 274
7 247
297 400
26 906
183 899
227 481
693 491
456 312
3 864
830 967
201 334
78 178
227 788
3 750
72 670
267 992
59 727
921 503
58 761
439 20
8 644
519 308
51 733
69 826
66 81
330 620
562 530
562 964
283 616
8 804
53 187
41 63
120 308
210 635
33 101
66 637
210 745
2 666
297 731
320 709
23 370
19 880
330 189
27 648
720 862
188 582
233 580
17 317
216 643
23 834
143 828
693 894
64 204
774 358
216 43
13 299
930 113
23 680
693 813
660 543
830 46
27 807
675 688
264 714
201 172
1 424
59 114
7 839
10 373
675 343
118 758
297 478
930 400
320 336
519 452
45 382
53 970
156 572
79 788
11 992
407 51
665 117
26 959
976 390
876 946
294 100
456 202
22 25
239 198
41 637
921 580
486 804
64 252
4 275
41 891
675 813
239 472
221 743
59 466
71 512
58 242
66 48
90 571
294 776
17 779
75 366
219 150
237 453
79 533
237 569
99 104
947 983
496 210
90 942
156 666
11 288
34 259
1 87
562 299
239 215
90 823
80 214
346 31
267 457
125 69
439 142
23 391
456 457
17 127
14 983
536 792
111 232
320 84
201 350
250 684
22 863
463 501
346 189
237 618
206 95
59 318
330 527
16 106
75 687
17 225
267 676
6 734
34 38
930 920
33 603
17 577
50 901
59 94
51 805
675 260
70 604
71 84
17 314
876 748
125 176
155 41
844 49
976 230
44 517
407 555
78 550
675 699
3 469
72 123
720 252
675 738
29 350
33 659
227 729
774 70
297 75
227 632
80 141
7 117
79 362
11 715
216 258
774 848
250 589
10 389
33 938
6 832
844 495
494 267
75 247
71 369
210 929
876 664
66 762
227 99
494 72
665 313
233 397
693 680
250 303
69 882
221 405
26 785
90 941
188 262
201 89
320 143
283 586
90 147
75 7
439 464
80 922
71 174
143 551
78 305
153 477
75 253
10 68
203 422
844 434
665 850
439 170
18 654
210 453
53 374
876 73
118 412
56 514
250 835
51 266
24 851
66 754
463 483
70 139
774 396
71 423
50 548
71 301
221 791
26 657
7 467
297 102
45 89
188 634
720 288
536 553
6 363
283 338
320 179
614 570
206 419
12 187
614 68
233 641
346 332
201 654
53 790
80 91
268 790
59 163
346 568
844 663
494 73
69 358
125 46
306 386
562 60
947 299
118 631
433 144
268 646
353 427
614 890
2 425
2 28
66 781
131 298
69 46
7 60
921 273
33 994
12 322
876 803
216 711
120 373
519 439
120 653
239 820
614 709
156 429
3 415
264 694
16 968
54 530
237 689
720 912
947 39
27 588
930 869
143 373
283 10
283 355
26 282
407 422
99 95
99 217
614 551
80 425
156 507
70 176
10 119
439 847
78 137
283 71
33 836
72 676
536 742
947 969
830 780
50 418
268 769
70 556
216 962
120 423
921 991
206 899
494 204
41 168
227 417
50 615
250 295
111 621
306 76
283 175
78 881
720 184
660 134
155 379
463 196
250 612
486 539
665 979
78 414
80 690
456 96
306 962
206 812
12 587
456 537
31 63
34 209
29 571
233 445
233 978
536 692
1 806
264 568
297 60
27 663
56 806
614 405
407 226
2 157
660 768
665 685
26 767
237 578
179 732
44 978
188 86
99 495
250 374
267 484
99 892
353 179
18 783
19 910
227 240
3 560
536 321
17 418
56 32
58 982
34 984
7 778
439 452
29 654
210 934
41 432
120 546
29 97
78 98
8 429
162 145
283 126
2 696
250 339
72 505
153 64
59 278
99 651
693 721
439 359
44 959
346 432
346 962
439 326
26 925
33 362
206 323
614 583
219 165
844 137
34 352
120 175
921 767
78 446
976 572
215 22
486 602
876 560
179 743
665 775
24 956
53 644
233 186
99 144
3 772
216 735
7 564
8 973
486 250
22 46
143 710
186 500
294 74
56 625
876 111
10 427
1 661
23 225
13 879
3 124
456 621
17 708
267 750
921 517
486 160
34 585
306 189
80 644
239 510
202 232
66 76
10 691
186 315
58 392
264 43
283 68
24 532
486 529
118 544
8 2
59 403
160 684
921 445
210 354
8 28
494 825
876 811
179 427
536 767
216 757
50 420
486 157
346 76
320 697
203 58
283 326
562 467
353 67
210 544
56 609
216 915
29 553
8 587
720 154
70 134
44 991
210 860
206 892
774 695
179 348
219 654
675 347
250 230
186 172
11 750
22 436
239 403
3 477
6 411
12 602
7 837
536 991
23 420
71 108
267 477
66 290
75 145
947 633
18 367
353 719
45 26
188 165
19 492
27 632
268 521
660 723
306 725
233 18
294 737
693 409
976 393
268 28
29 574
29 692
58 525
3 670
22 840
20 164
58 880
44 307
12 831
876 204
31 679
215 114
562 470
66 6
921 421
210 874
496 255
131 532
72 277
720 277
7 983
2 341
215 682
614 326
201 344
27 599
3 57
155 781
463 615
79 159
79 674
12 402
267 438
830 358
18 744
227 183
1 834
6 714
64 724
10 55
50 501
306 620
219 333
56 291
69 629
70 882
353 142
1 420
50 391
6 468
210 531
29 582
80 824
219 785
99 263
153 184
320 842
353 108
233 667
921 351
1 121
660 700
562 678
156 381
7 979
219 421
976 529
66 573
33 49
53 292
562 952
203 547
306 814
210 766
407 21
78 729
4 403
9 965
6 254
20 67
26 552
536 857
9 284
78 749
496 559
3 724
59 372
59 784
70 278
125 441
82 606
12 303
675 291
268 511
486 523
18 455
494 57
125 967
496 763
456 426
70 579
19 786
227 777
160 539
188 273
206 74
233 576
118 988
239 516
330 316
56 953
41 563
20 740
66 386
930 145
120 932
267 520
186 576
33 729
50 898
976 646
4 331
660 318
41 208
66 189
19 337
267 858
353 551
99 533
23 956
210 761
463 50
160 149
14 253
45 928
90 574
237 444
66 63
120 190
2 868
233 172
34 739
82 688
463 726
456 288
947 839
219 818
183 217
486 53
210 248
24 726
947 639
210 822
162 852
353 475
6 679
29 262
78 686
79 458
2 810
36 664
202 858
120 194
179 10
71 893
519 728
536 273
19 733
79 870
156 5
215 25
143 719
353 190
90 148
23 851
947 13
80 970
486 797
675 609
156 230
111 825
69 723
665 1000
203 327
210 569
496 407
268 485
36 949
11 673
267 252
120 170
143 311
143 461
976 485
921 219
54 920
179 842
75 467
353 902
519 67
111 949
562 701
188 150
921 742
294 417
12 541
264 309
947 276
353 174
34 781
16 687
186 771
179 650
90 667
830 916
41 878
947 802
71 847
156 303
143 211
186 351
11 811
439 423
3 184
59 244
75 624
1 522
463 609
456 995
13 530
69 275
143 405
29 877
306 762
330 711
186 90
27 325
53 395
221 289
54 462
844 674
930 366
44 315
237 982
660 480
844 599
54 247
353 473
268 157
16 145
44 172
125 816
320 743
13 701
18 282
930 960
496 662
33 533
202 312
31 290
78 854
56 548
156 696
79 495
294 872
433 601
250 425
14 39
16 85
51 534
675 851
268 602
830 287
353 88
227 821
675 1
456 177
22 480
183 279
876 621
876 72
774 867
320 475
186 596
439 108
183 737
36 415
179 71
188 218
433 98
268 970
439 900
29 771
268 804
14 850
120 893
283 289
283 653
54 171
156 751
519 506
614 506
44 350
99 776
160 970
34 432
54 968
221 71
54 837
71 194
439 71
237 871
439 435
8 922
486 2
183 659
24 87
3 912
59 223
20 146
72 416
54 102
494 795
264 814
120 452
221 170
19 107
72 858
494 499
125 722
830 480
53 919
486 769
210 705
82 356
153 232
70 105
162 837
186 334
80 339
41 993
44 641
186 460
26 641
210 413
56 196
153 736
70 888
125 480
71 151
26 397
29 351
219 334
24 385
264 944
183 33
346 753
16 931
19 626
118 538
160 92
186 345
693 609
155 527
921 251
921 773
675 298
131 595
693 577
64 457
111 257
14 478
56 752
202 789
239 863
947 467
99 899
131 548
75 904
17 384
156 831
264 35
297 931
720 96
206 651
24 409
660 816
99 98
250 970
99 246
720 167
4 364
66 518
45 672
45 959
33 821
131 450
330 489
1 391
131 738
59 319
69 139
69 249
353 866
29 886
33 458
111 167
179 401
407 940
24 384
160 342
19 37
34 379
306 754
90 97
58 265
183 458
64 277
876 96
44 681
24 404
2 572
111 499
23 721
31 35
153 36
494 438
665 470
120 551
439 179
31 300
186 957
24 138
267 724
70 319
830 985
155 332
44 903
614 371
233 574
33 809
79 899
494 815
774 863
433 613
976 156
11 607
320 401
215 820
18 509
188 367
693 225
407 662
876 124
50 375
463 451
486 587
774 270
206 446
19 746
26 307
267 177
45 654
118 547
36 747
22 816
283 151
29 846
201 490
496 874
264 762
13 802
186 44
143 893
439 890
131 917
64 365
7 113
433 417
268 322
660 403
346 352
353 338
233 307
53 804
31 694
153 856
267 3
13 399
221 427
519 932
294 414
439 703
844 504
976 261
44 628
44 911
33 558
519 10
79 428
675 450
11 365
456 72
27 474
3 47
34 199
346 725
120 464
210 765
433 180
1 127
54 7
930 671
844 535
675 391
562 931
494 858
876 312
216 290
186 282
99 799
156 684
59 700
59 985
118 617
267 415
216 66
26 574
188 783
19 226
227 945
976 835
9 469
346 81
519 827
219 846
99 240
120 355
306 432
496 875
26 455
45 517
8 157
13 936
210 195
22 556
774 59
562 297
179 389
56 343
64 3
233 333
79 78
844 533
56 404
3 520
70 231
33 224
675 451
31 296
201 387
50 549
250 92
11 410
64 377
69 59
99 836
99 112
294 603
82 595
111 36
29 823
201 909
227 181
82 640
4 135
22 176
614 741
17 716
70 30
33 896
519 475
82 450
250 804
3 484
9 520
111 185
70 166
41 259
24 615
267 72
693 476
7 852
219 387
496 934
78 458
50 394
82 385
264 725
156 973
614 108
23 615
24 779
976 963
186 785
830 25
519 741
70 442
14 565
297 462
562 102
930 39
519 353
233 654
496 471
9 477
267 575
33 74
33 504
12 140
4 604
155 200
330 48
118 630
237 626
7 145
75 633
79 677
31 841
665 106
720 815
31 620
69 510
75 937
562 162
143 120
221 584
614 146
921 509
203 765
82 953
80 402
58 808
494 185
216 753
283 475
90 744
90 783
56 394
80 342
20 728
206 885
2 769
14 920
58 683
33 833
156 342
69 472
118 706
2 140
3 365
34 40
66 352
921 957
153 560
947 964
58 822
660 442
19 235
294 833
82 87
11 499
202 560
99 272
3 252
10 900
120 126
125 249
353 900
186 321
219 783
118 222
3 996
69 236
203 982
27 281
8 390
215 319
216 34
33 881
